,Topic,Count,Name,Representation,Representative_Docs
441,440,22,440_hungarn_taxberg_saxe_landbothe,"['hungarn', 'taxberg', 'saxe', 'landbothe', 'obristen', 'erz', 'danksagung', 'römisch', 'obiger', 'commenthnrey']","[""Histoire de Maurice Comte de Saxe, Maréchal Général des Campe& Armée de sa Majesté tréschrétienne Duc Elu de Courlande& de Semigalle& Chevalier des Ordrés de Pologne& de Saxe, Dresse sur les memorcs de  d Mencon Jon Gouverneur qui ne l'a presque jamais quitté."", 'Leztes und 41tes samt seinem Fahn Jhre Durchleucht Erz Herzog Leopold durch Herrn Ehrgott Gra fen von Kuefstein.| Ordre de Bataille der Römisch Kaiserlichen Haupt Armee in Hungarn den  Augusti 1716.| INCAPITE| Jhre Hochfürstliche Durchleucht Prinz Eugenius von Savoyen der Römisch Kaiserlichen Majestät General Lieutenant.', 'Jhre Römisch Kaiserlich und Catholische Majestät haben Dero Obristen und zu Leutschau in Ober Hungarn bestelten Commandanten Herrn von Grumbach in Ansehung so wohl seiner über  Jahr dem Durchleuch tigsten Erz Hauss von Oesterreich hiebevor im Römischen Reich so dan im Königreich Hungarn geleisteten Diensten und erworben stattlichen Kriegs Erfahrenheit als auch seiner von etlichen Jahrhundert her ab stammend uralten Reichs Adelichen Familie und dass seine Vorfahre re über  Jahr höchstgedachtem Erz Hauss von Oesterreich un aussezlich treu allerunterthänigst gedienet zu Dero General Feld Wacht Maistern allergnädigst ernennet und das behörige Patent hierüber ausfertigen lassen.']"
442,441,22,441_jnsiegel_jsabella_getheilet_folio,"['jnsiegel', 'jsabella', 'getheilet', 'folio', 'handunterschrift', 'jnstrumentmach', 'jnsigl', 'jnfulir', 'baraquiren', 'javonischen']","['Jnsigl und eigener Handunterschrift bekräftiget.', 'Gnaden, in Assistirung  Jnfulir ten Bischöffen und Abbten, mit dem gewöhnl.', 'Jngleichen beginnet auch die Jn fanterie in besagtem Lager sich zu  baraquiren um im Fall der Noht desto nä her zu seyn.']"
443,442,22,442_thuen_landgerichts_offenen_landrichter,"['thuen', 'landgerichts', 'offenen', 'landrichter', 'wasgestalten', 'kraft', 'gegenwärtig', 'neustadt', 'daran', 'edikts']","['Stadt und Landrichter in dero Haupt und Resi denzstadt Wien, dann  und  gesamte Bey sitzere des   Stadt und Landgerichts allda, thuen in Kraft gegenwärtig offenen Edikts all und je den so daran gelegen kund, und zu wissen.', 'Maj Stadt und Landrichter in dero Haupt und Resi denzstadt Wien, dann  und  gesamte Bey sitzere des   Stadt und Landgerichts allda, thuen in Kraft gegenwärtig offenen Edicts allen und jeden, so daran gelegen, kund  zu wissen; Wasgestalten der Franz Baader burgerl.', 'Stadt und Landrichter in dero Haupt und Resi denzstadt Wien, dann  und  gesamte Bey sitzere des   Stadt und Landgerichts allda, thuen in Kraft gegenwärtig offenen Edicts allen und jeden, so daran gelegen, kund  zu wissen: Wasgestalten der Franz Baader burgerl.']"
444,443,22,443_brittannien_gross_high_lord,"['brittannien', 'gross', 'high', 'lord', 'windsor', 'pair', 'hood', 'majest', 'herold', 'brittannische']","['1751.| Aus Gross Brittannien.| Londen   DEr König in Gefolg des Herzogs von Cumberland, des Marchesen von Har ington, Gross stallmeister, des Herzogs von Ancaster, des Grafen von Waldegrave, des Lords Cadogan, und des General leutenants Husque, musterte gestern in dem Park von  James das Jnfanterie regiment des Ob risten Rich, und bezeugte ein grosses Vergnü gen über dasselbe, dieses begabe sich sodann auf den Marsch, um seine Quartier in der Grafschaft Kent zu beziehen.', 'Lord Weymouth, und der Graf von Hilsborough haben als neue Staatssecretairs den Eid der Treu abgelegt und werden dem erstern die Herren Roberth Wood, und William Fraser, als Hülfssecretairs zugegeben wer  ( *) oder Lordkanzler, auf engländisch: the Lord High Chancellcur; welches in England eines der vornehmsten Aemter ist: indeme derselbe, da itzt kein Lord High noch Steward vorhanvorhanDer den| den ist, sogleich den Rang nach denen königl.', 'Jn dieser Absicht haben sie Jhre gevoll mächtigten Minister, nämlich: der König von Gross brittannien seinen geheimen Raht Philipp, Grafen Hardwicke, seinen Canz ler von Gross brittannien, John, Grafen von Granville, und Präsidenten in seinem Rhate, seinen ersten Schatz commissarium, Thomas Holles, Herzogen von Newcastle, seinen er sten Staats secretair Robert, Grafen von Holderness und den Herrn Fox; und der König von Preussen den Herrn Ludwig Mit chel,welcherdessenAngelegenheitenbeydem Gross brittannischen Hofe wahrnimmt, bevoll mächtiget, welche dann, nachdem sie ihre Voll machten einander mitgetheilet haben, über fol gende Artickel einig geworden seynd: ) Zwischen den Höchstgemeldeten Kö nigen soll ein aufrichtigen Friede und wahre Freundschaft obwalten ungeachtet der Un ruhen welche aus oben gemeldeten Zwistig keiten in Europa entstehen können; und zu folge dieses Friedens soll keine der beeden contrahirenden Partheyen, weder directe noch indirecte, das Gebiete von der anderen an greiffen, sondern im Gegentheile ein jede von ihrer Seite alle Jhre Macht anwenden, um Jhre respective Alliirten zu verhindern, dass sie gegen die Staaten beyder Partheyen, auf welche Weise es auch sey, nichts unter nehmen. )']"
445,444,22,444_leopoldstadt_süssenbrunn_leopoldau_leopold,"['leopoldstadt', 'süssenbrunn', 'leopoldau', 'leopold', 'genannte', 'suderelische', 'riemeris', 'obenauf', 'möcklin', 'barmhertzige']","['in der Leopoldstadt alt  Jahr.', 'Haus in der Leopoldstadt alt  Jahr.', 'Haus in der Leopoldstadt alt  Jahr.']"
446,445,22,445_revisionsamte_drucke_zulassung_originals,"['revisionsamte', 'drucke', 'zulassung', 'originals', 'auflage', 'exemplarien', 'buchdrucker', 'nachdruck', 'werkes', 'anfange']","['Jn Fällen, wo diese erfolget ist,istdasManuscript 1713 I| nach vollbrachten Drucke, sogleich auf das Revisionsamt nebst einem in Pappendeckel gebundenen Exemplar wieder einzuliefern, und würde jeder im Drucke ohne vorheri ge Anzeige und erhaltene Erlaubniss gemach te Zusatz, und jede erwiesene Verfälschung des Originals( die Fehler in der Rechtschrei bung oder im Styl, deren Verbesserung den Sinn nicht ändert, allein ausgenommen,) als Betrug und vorsetzliches Falsum stren der Ahndung unterliegen.', 'Jn Fällen, wo diese erfolgt ist, ist das Manuscript nach vollbrachten Drucke, sogleich auf das Revisionsamt nebst einem im Pappendeckel gebundenen Exemplar wieder einzuliefern, und würde jeder im Drucke ohne vorheri ge Anzeige und erhaltene Erlaubniss gemach te Zusatz, und jede erwiesene Verfalschung des Originals( die Fehler in der Rechtschrei bung oder im Styl, deren Verbesserung den Sinn nicht ändert, allein ausgenommen,) als Betrug und vorsetzliches Falsum stren ger Ahndung unterliegen.', 'Jn Fällen, wo diese erfolgt ist, ist das Manuscript nach vollbrachten Drucke, sogleich auf das Revisionsamt nebst einem im Pappendeckel gebundenen Exemplar wieder einzuliefern, und würde jeder im Drucke ohne vorheri ge Anzeige und erhaltene Erlaubniss gemach te Zusatz, und jede erwiesene Verfälschung des Originals( die Fehler in der Rechtschrei bung oder im Styl, deren Verbesserung den Sinn nicht ändert, allein ausgenommen,) als Betrug und vorsetzliches Falsum stren ger Ahndung unterliegen.']"
447,446,22,446_obbestimm_licit_weissischen_sommerein,"['obbestimm', 'licit', 'weissischen', 'sommerein', 'wirthshaus', 'melk', 'obbestimten', 'zufinden', 'gedenken', 'ten']","['Die Kauflustigen haben daher an dem obbestimm ten Tag vormittag von 8 bis 12 Uhr, und nach mittag von 2 bis 6 Uhr in dem Weissischen Rössel wirthshaus zu Melk zu erscheinen.| Licit.', 'Die Kauflustigen haben daher an dem obbestimm ten Tag vormittag von 8 bis 12 Uhr, und nach mittag von 2 bis 6 Uhr in dem Weissischen Rössel wirthshaus zu Melk zu erscheinen.| Licit.', 'Kauflustige haben daher an obbestimm ten Tag und Stund in der Kanzley dieser Herr schaft zu erscheinen.| Licit.']"
448,447,21,447_beutel_fürstl_bessler_29zuerdb,"['beutel', 'fürstl', 'bessler', '29zuerdb', 'behagel', 'berioloi', 'bezoarstein', 'arrobesarchiote', 'behrs', 'berschina']","['14ten Beutel  Fürstl.', '17ten Beutel  Fürstl.', '15ten Beutel  Fürstl.']"
449,448,21,448_vers_word_lingier_englisch,"['vers', 'word', 'lingier', 'englisch', 'typogr', 'taal', 'anmerk', 'engelländisch', 'beschaut', 'term']","['Die  Vers.', 'Die  Vers.', 'Die  Vers.']"
450,449,21,449_burgermeister_stadtrichter_landesfürstl_rath,"['burgermeister', 'stadtrichter', 'landesfürstl', 'rath', 'richter', 'landesfl', 'amtsverwalter', 'regirender', 'pfullendorf', 'wenighofer']","['Von   Burgermeister, Stadtrichter und Rath der   landesfürstl.', 'Von   Burgermeister Stadtrichter und Rath der landesfürstl.', 'Von   Burgermeister, Stadtrichter und Rath der landesfürstl.']"
451,450,21,450_see_bewegung_wasser_fischer,"['see', 'bewegung', 'wasser', 'fischer', 'wassers', 'zeuze', 'gewütet', 'erachten', 'trat', 'verspühret']","['Einige Schifleute, die dieses ge sehen, und zugleich bemerket, dass das übri ge Wasser im Hafen ganz stille gewesen, ha ben geglaubt, auf der unruhigen Stelle ein ungewöhnliches Wasser thier zu entdecken; daher sie sich mit ihren Booten dahin bege  Sie haben aber nichts gefunden, und darauf mit noch viel verschiedenen anderen Leuten noch bey nahe eine Viertel Stunde der Bewegung des Wassers zugesehen, bis es endlich völlig wieder zur Ruhe gekommen.', 'DadasWasserzumletztenmalnachdemUfer zu| zu eilte; so warf es mit dem grösten Unge stüm die Zeuze samt denen gefangenen Fischen, auf das Land, und währender Bewegung em pfanden die Fischer einen unerträglichen Ge stank, dergestalt, dass ihnen übel, und so zu Mute ward, als wann sie in eine Ohn macht sinken solten.| Berlin  Novem.', 'Die Fischer stunden ganz nahe am Ufer, und waren eben im Begrif, die Zeuze an das Land zu ziehenals das, Wasser sich auf einmal erheb, und brausend aus dem allmahligen in die Höhe steigenden Ufer trat, und bis  Schuh auf das Land fort lief, dergestalt, das die Fischer bis über die Stie feln, und folglich an die 2 Schuh tief im Wasser zu stehen kamen.']"
452,451,21,451_brabant_juny_december_auss,"['brabant', 'juny', 'december', 'auss', 'augusti', 'bracciano', 'brabantia', 'junny', 'november', 'odescalchi']","['Aus Brabant von dem  Augusti.', 'Aus Brabant von dem  Augusti.', 'Aus Brabant von dem  Augusti.']"
453,452,21,452_nichts_tluckische_nepom_nietsch,"['nichts', 'tluckische', 'nepom', 'nietsch', 'anders', 'angern', 'nikol', 'deux', 'glaube', 'statt']","['Nichts.', 'Nichts.', 'Nichts.']"
454,453,21,453_paris_1761_tomes_1758,"['paris', '1761', 'tomes', '1758', 'edition', '12mo', 'histoire', 'pline', 'roncke', 'oraison']","['Tomes,  8vo Paris 1755.', 'Paris  März 1761.', 'Paris 1760. à  fl   Discours sur l’histoire d’Allemagne par  Colini,   1761. à   La Veritable politique des Personnes de Qua lité en Francois&lial, 12mo.']"
455,454,21,454_pferd_oberofficier1_blessirt_mann4,"['pferd', 'oberofficier1', 'blessirt', 'mann4', 'mann5', 'vomwachtmeisteran15', 'mann7', 'mann1', 'kürassier', 'unwissend']","['OberOfficier1 VomWachtmeisteran26 Pferd  Blessirt.', 'OberOfficier1 VomWachtmeisteran15 Pferd  Unwissend.', 'OberOfficier1 Mann7 Pferd  Blessirt.']"
456,455,21,455_wiener_zeitung_anhang_zur,"['wiener', 'zeitung', 'anhang', 'zur', '1796', '1791', '1785', '1786', '1795', '2869']","['1769| Anhang zur Wiener Zeitung 1791.', '1719| Anhang zur Wiener Zeitung 1796.', '1755| Anhang zur Wiener Zeitung 1796.']"
457,456,21,456_dritten_termin_zweyten_schätzung,"['dritten', 'termin', 'zweyten', 'schätzung', 'darüber', 'schätzungswerth', '1786', 'jäner', 'gebracht', 'ersten']","['für den zweyten der  Jäner, und für den dritten der  März 1786. mit dem Bey satz anberaumt worden, dass, wenn gedachte 2 Häuser und Uiberländgründe weder bey dem ersten noch zweyten Termin um den Schätzungsbetrag, oder darüber an den Mann gebracht werden könnten, bey dem dritten auch unter der Schätzung verkauft werden würden.', 'für den ersten, den  für den zweyten, und der  Jäner 1786. für den dritten Termin be stimmt worden, so zwar, dass, wenn dieses Haus weder bey dem ersten, noch zweyten Termin um den Schätzungswerth  200  oder darüber nicht sollte verkauft werden, dieses bey dem dritten auch unter der Schä tzung weggegeben werden würde.', 'für den zweyten der  Jäner, und für den dritten der  Hornung 1786. mit dem Bey satz bestimmt worden sind, dass, wenn die ses Haus bey dem ersten oder zweyten Ter min um die Schätzung, oder darüber nicht an Mann gebracht würde, selbes bey dem dritten auch unter der Schätzung verkauft werden würde; so haben die Kauflustige an den bestimmten Tägen vormittag um 10 Uhr vor diesem Magistrat zu erscheinen.| Licit.']"
458,457,21,457_frankreich_juny_aus_november,"['frankreich', 'juny', 'aus', 'november', 'augusti', 'july', 'december', 'april', 'westmünster', 'toulon']","['Aus Frankreich von dem  Juny.', 'Aus Frankreich von dem  Juny.', 'Aus Frankreich von dem  Juny.']"
459,458,21,458_moral_uns_natur_pflichten,"['moral', 'uns', 'natur', 'pflichten', 'muss', 'glück', 'lehren', 'unser', 'wir', 'glücke']","['Wird es also nicht gewiss seyn, dass die Tu gend, dass unser Glück ohne Mühe, ohne fortgesetzte Mühe weder erlanget, noch erhalten werden kann, und dass also die Moral ein Werk unsers ganzen Lebens, des jugendlichen, des männlichen, des höhern Alters; dass sie keine müssige Weisheit der Schulen, keine kraftlose Nahrung des Gedächtnisses, keine prahlende Wissenschaft sey, um in Gesellschaf ten, oder Büchern damit zu glänzen, sondern ein Unterricht, dem wir in unserm Herzen und ganzen Wandel, in der Stille und im Geräusche, in den Stunden der Arbeit, und der Erholung im Glücke, und im Unglücke, in gesunden und kranken Tagen, nahe am To de, und fern vom Graben in allen Verhältnissen des Lebens als Kind, als Vater, als Bru der, als Gatte, als Freund, als Lehrer, als Regent, als Unterthan, als Bürger des Va terlandes, und als Bürger der Welt, und der Ewigkeit folgen sollen?” Durch Ausü bung also des Guten, des Edlen.', 'Wenn wir nun durch Beyhülfe der Moral wahrhaft glücklich werden sollen; so muss sie uns die Pflichten aufdecken, die der Heiligkeit Gottes angemessen sind; folglich muss sie uns den Unterschied des Guten, und Bösen, des Edlen, und Unedlen, des Rühmlichen, und Schändlichen erkennen lehren, damit wir desto leichter das Gute suchen, und das Böse verwerfen.', 'Wenn wir und genau prüfen; wenn wir einen forschenden Blick auf andere, die neben uns sind, werfen, und„ wenn wir die Natur mit allen ihren Auftritten, und die Welt mit ihren Wundern, Ordnung, Mannigfaltigkeit, Schönheit,    betrachten; so finden wir so viele Spuren eines weisen, gütigen, und allmächtigen Schöpfers, dass es nicht auf unsern Willen ankömmt, ob wir ihn erkennen, und an ihn glauben wollen oder nicht.” Dieser gütige, dieser allmächtigen, dieser weise Schöpfer also kann uns nicht ohne Absichten geschlaffen haben; die Moral muss uns sie lehren diese Absichten, sie muss uns die Mittel sie zu erreichen, sie auszuführen aufdecken.']"
460,459,21,459_kupf_cassale_krems_vendôme,"['kupf', 'cassale', 'krems', 'vendôme', 'wäre', 'mit', 'zu', 'der', '', '']","['Kupf.', 'Kupf.', 'Kupf.']"
461,460,21,460_donnerstag_jenner_donnerstags_augusti,"['donnerstag', 'jenner', 'donnerstags', 'augusti', 'jahrtage', 'tritts', 'stahr', 'vorgestrigen', 'hornung', 'käys']","['Donnerstag den  Jenner.', 'Donnerstag den  Jenner.', 'Donnerstag den  Jenner.']"
462,461,21,461_rom_auss_fernerer_währenden,"['rom', 'auss', 'fernerer', 'währenden', 'aprilis', 'october', 'mart', 'april', 'conclave', 'vorgestrigen']","['Auss Rom vom  April.', 'Auss Rom vom  April.', 'Auss Rom vom  April.']"
463,462,21,462_erben_willingerischen_erdödi_milutinovich,"['erben', 'willingerischen', 'erdödi', 'milutinovich', 'hofkriegsräthl', 'adactum', 'josephi', 'curat', 'gilg', 'heimerl']","[""Milutinovich's Gläubiger  Erben."", 'aufgestellten  Willingerischen  Curat.adactum, Karl Joseph Erhard,     hofkriegsräthl.', 'aufgestellten  Willingerischen  Curat.adactum, Karl Joseph Erdard,     hofkriegsräthl.']"
464,463,21,463_montani_schulter_narcissi_nobili,"['montani', 'schulter', 'narcissi', 'nobili', 'lidl', 'jacob', 'stechern', 'folget', 'sorten', 'brüdere']","['Bey  Johann Jacob Lidl, Kupfer stechern zwischen dem hohen Markt, und Ju den Platz in dem Stern Hof im Schulter Gässel ist zu haben: Neu eröfneter  Geographischer Schau Platz des Hertzogtums Schlesien, das ist: neue, und noch niemals zum Vorschein gekommene Ent werfung des grossen Hertzogtums Ober und Nieder Schlesien, der Grafschaft Glatz, und anderer angräntzenden Ländern, darinnen nicht allein alle darin befindliche  Fürstentümer, und die  freye Standes Herrschaften, sondern auch alle Städt, Markt Fleken, Schlösser, Dör fer, Post Stationes, Berg, Wälder, Flüss, ⁊ bey Gelegenheit gegenwärtigen Kriegs Unter nehmungen zum Behuf, und Gebrauch einer hohen Generalität, wie auch anderer respective hoch und niederen Herren Standes Of ficteren, und allen übrigen Liebhaberen, und Kenneren guter Arbeit auf einer mit möglichmöglichsten sten Fleiss, und Mühe verfertigter, auch nur denen benöhtigten Eintheilungen, samt Com pass, und verschiedenen Mass Stäben, best versehenen Land Karten auf das vollkomme neste vorgestellet, sein in Kupfer gestochen, auf  Regal Bögen das Exemplar sauber illuminirter, und im Futeral, solche bequem bey sich zu trägen, à  Reichs Thaler, ohne Fute ral auch sauber  illuminirter, à  Ducaten, auf Leinwat aufgetzogen illum, und im Fu teral à  , auf Leinwat ohne Futeral à      Diese Karte ist auch schön auf Leinwat zu bekommen.', 'à  |  Es seynd hier wieder angekommen die Gebrüdere Montani mit verschiedenen Blu men Zwibeln, wie folget: Narcissi Nobili von  Sorten.', 'Es seynd hier wieder angekommen die Ge brüdere Montani mit verschiedenen Blumen zwiebeln, wie folget: Narcissi nobili von  Sorten.']"
465,464,21,464_schwimmer_axen_stäb_eisenen,"['schwimmer', 'axen', 'stäb', 'eisenen', 'feinen', 'gebrauchter', 'lakirt', 'stutten', 'neuer', 'tuch']","['Ein überführter viersitziger Reisebastard, 1 zwey sitziger sehr wenig gebrauchter Schwimmer, dann 1 überführtes Reisekallesch, alle mit eisenen Schwan nenhälsen versehen, sind zu verkaufen, und können vor dem Stubenthor auf dem Heumarkt  380 besichtiget werden, wenn die Kauflustige allda bey dem Hausmeister nach zufragen belieben wollen.', 'Ein überführter viersitziger Reisebastard, 1 zwey sitziger sehr wenig gebrauchter Schwimmer, dann 1 überführtes Reisekallesch, alle mit eisenen Schwan nenhälsen versehen, sind zu verkaufen, und können vor dem Stubenthor auf dem Heumarkt  380 besichtiget werden, wenn die Kauflustige allda bey dem Hausmeister nachzufragen belieben wollen.| Leere Fass zu verkaufen.', 'Ein überführter viersitziger Reisebastard, 1 zwey sitziger sehr wenig gebrauchter Schwimmer, dann 1 überführtes Reisekallesch, alle mit eisenen Schwan nenhälsen versehen, sind zu verkaufen, und können vor dem Stubenthor auf dem Heumarkt  380 besichtiget werden, wenn die Kauflustige allda bey dem Hausmeister nachzufragen belieben wollen.| Wagenpferde zu verkaufen.']"
